name,city,wifi,seat,quiet,tasty,cheap,music,url,latitude,longitude,limited_time,socket,standing_desk,mrt,open_time,
Le Zinc 洛 Café & Bar,taipei,0,4,2,4,2,4,https://www.facebook.com/LeZincLo/,25.0559812,121.510548,no,maybe,no,,,
羅爵咖啡,taipei,0,0,0,0,0,0,https://www.facebook.com/rogercafe777,25.0261858,121.5548749,,,,,,
老木咖啡,taipei,5,4,4,4,3,4.5,https://www.facebook.com/cafepachamama/?fref=ts,25.025521,121.5516685,no,maybe,yes,"六張犁站步4分/公車站""全安里""""和平安和路口""步2分, ""成功國宅""""喬治商職""步6分/YouBike""捷運六張犁站""站步4分, ""敦化南路二段103巷口""站步8分",,
人性空間 新生南路店,taipei,4,3,3,3,4,4,https://www.facebook.com/humanspace123/about/?ref=page_internal,25.020211,121.533374,no,yes,no,台電大樓/公館,"11:30 - 23:00
",
短短_DuanDuan_貓咪中途之家咖啡廳,taipei,5,5,5,5,5,5,https://www.facebook.com/%E7%9F%AD%E7%9F%AD_DuanDuan_%E8%B2%93%E5%92%AA%E4%B8%AD%E9%80%94%E4%B9%8B%E5%AE%B6%E5%92%96%E5%95%A1%E5%BB%B3-928047737540234/,25.0313629,121.475772,no,maybe,no,捷運江子翠站5號出口,,
Louisa 明德店,taipei,0,0,0,0,0,0,,25.1098627,121.5198654,,,,,,
313 咖啡魔豆屋,taipei,4,4,4,5,5,4.5,https://www.facebook.com/313caffe/,25.0321185,121.5592686,no,maybe,yes,世貿/101大樓站,週一至週五7:45-17:00 週六 12:00-17:00,
LAIFA Coffee Bar - 來發咖啡吧,taipei,5,5,3,5,5,5,https://www.facebook.com/LAIFACoffeeBarMan/,24.981212,121.4191423,no,yes,yes,板南-永寧/亞東,10:00-22:00,
瑪吉咖啡(已歇業),taipei,2,5,3,2,2,4,,25.071012,121.51874,no,maybe,no,,,
星巴克-雲和門市,taipei,0,0,0,0,0,0,,25.023559,121.528196,no,maybe,no,,,
Easy Coffee(台北市康復之友協會附設咖啡坊),taipei,5,3,4,5,4,5,https://www.facebook.com/easycoffeetpmra/,25.0450245,121.5231057,,,,,公平貿易Faircafe聯盟,
COFE 喫茶咖啡,taipei,5,5,4,4,3,5,,25.0601022,121.509312,yes,maybe,yes,大橋頭站,,
暮光咖啡／Twilight Cafe,taipei,4.5,4.5,3.5,4,4.5,3.5,https://www.facebook.com/暮光咖啡Twilight-Cafe-1665415867046976/,25.035985,121.553851,no,yes,no,"信義安和站1號出口步4分/公車站""捷運信義安和站(安和)""""仁愛國中""步3分, ""仁愛國泰醫院""步4分/YouBike""仁愛安和路口""站步4分, ""捷運信義安和站(1號出口)""""捷運信義安和站(4號出口)""步5分",,
禕墨商行,taipei,5,5,5,5,4,5,https://www.facebook.com/yimocoffee/,24.9914657,121.5073878,no,yes,yes,南勢角站,13：00-19：00 五六13：00-20：00 週四公休,
Merci créme,taipei,5,3.5,3.5,3,3,4.5,https://www.facebook.com/mercicreme/,25.017662,121.466514,,,,,,
舞動人咖啡蛋糕坊,taipei,0,0,0,0,0,0,,25.054663,121.5103645,,,,,,
沙貝葉,taipei,0,0,0,0,0,0,https://www.facebook.com/SapereCafe/?fref=ts,25.1794423,121.4364457,,,,,週二至週日13:30-22:30,
森夜咖啡 Café de Minuit,taipei,3,5,4,4.5,3.5,4.5,https://www.facebook.com/cafe.minuit/,25.0296678,121.5268296,no,maybe,no,,,
溫叨CAFE,taipei,3,5,3.5,4,3,4,https://www.facebook.com/wendaocafe/,25.0345356,121.5324958,no,yes,yes,大安森林公園站,,
樓梯好陡 Steep Stairs,taipei,5,5,5,4,5,5,https://www.facebook.com/steepstairs/,25.0585498,121.5149151,no,no,no,, 老闆娘晚間彈性打烊,
Cafetaster咖啡嗜者,taipei,0,0,0,0,0,0,https://www.facebook.com/Cafetaster,25.023435,121.530057,,,,,,
Middle Name coffee & space,taipei,0,4,3,4,4,4,https://www.facebook.com/middlenamecoffee,25.0515282,121.5201504,maybe,yes,yes,,,
 11 Cafe',taipei,0,0,0,0,0,0,https://www.facebook.com/11Cafe,25.042562,121.562883,,,,,,
野夫咖啡 板橋介壽店,taipei,4,4,3.5,3.5,4,4,https://www.facebook.com/ifreecafeNo4/,25.020095,121.46786,,,yes,"新埔站2號出口步6分/公車站""致理科技大學""步3分/YouBike""中山國中""站步3分, ''捷運新埔站(2號出口)''站步5分",,
杜克咖啡,taipei,5,5,5,5,4,4,https://www.facebook.com/pages/category/Restaurant/%E6%9D%9C%E5%85%8BDuke-CoffeeBrunch%E5%92%96%E5%95%A1%E9%A4%A8-128845484626073/,25.0846589,121.4723888,,,,,,
巢 nido,taipei,5,4.5,5,5,4,4.5,https://www.facebook.com/pg/nidofordreamers/about/?ref=page_internal,25.0412474,121.5691575,no,yes,yes,市政府,大約 2pm-12am   公休日：每月6、16、26日及不定休,
路易莎新月橋店,taipei,4,4,4,4,5,5,https://www.facebook.com/louisa.bridge.coffee/,25.0321938,121.4502464,no,maybe,yes,,可包場,
片場咖啡 Film Studio Cafe,taipei,4,4.5,3.5,4.5,4,4.5,https://www.facebook.com/FilmStudioCafe/,25.0196698,121.5332758,no,maybe,no,"公館站3號出口步8分, 台電大樓站2號出口步7分/公車站""台大""步2分, ""台電大樓""步5分/YouBike""羅斯福新生南路口""""辛亥新生路口""站步5分",,
著·咖啡 Draw Coffee 東門店,taipei,0,0,0,0,0,0,,25.0334286,121.5273604,,,,,,
天島咖啡TenshimaCafe,taipei,5,4,2,4,3,4,https://www.facebook.com/tenshimacafe/,24.9940195,121.541397,no,yes,no,景美,週一公休,
踩踩水cafe,taipei,0,0,0,0,0,0,https://www.facebook.com/letssteponwater/,25.0210939,121.5229182,no,yes,yes,"古亭捷運站2號出口,台電大樓捷運站4號出口",,
 德佈Debut Cafe 台北店,taipei,4,4,4,5,4,4,https://www.facebook.com/DebutTaipei/?ref=ts&fref=ts,25.0464066,121.5322336,no,maybe,,,Hours 13:00 - 22:00,
廚嚐咖啡,taipei,4,5,4.5,4.5,4,4,https://www.facebook.com/pages/category/Breakfast---Brunch-Restaurant/%E5%BB%9A%E5%9A%90%E5%92%96%E5%95%A1-2215591475367386/,25.0507369,121.5535215,maybe,maybe,yes,台北小巨蛋站,只有靠窗座位有插座,
角藍色 Cafe,taipei,5,5,5,5,4,4,https://www.facebook.com/tcbhband/,25.1143996,121.5303403,no,maybe,no,,,
O.L.O Café,taipei,5,5,4,4,4,4,https://www.facebook.com/olocafe0620/,25.0516804,121.5603609,,,,,,
After Rain coffee & dessert,taipei,5,4,3.5,4.5,3,5,https://www.facebook.com/AfterRainCoffeeDessert/,25.059982,121.5480059,no,yes,yes,中山國中,13:30~00:00（週一14:00開店）,
勾癮咖啡GOEE COFFEE ,taipei,0,0,0,0,0,0,,25.0249357,121.5447523,,,,,,
 Pâtisserie ALEX 法式甜點,taipei,4,4,3,3,2,4,http://www.patisseriealex.com/NewSite/index.php#about,25.042999,121.562892,,,,,,
孵咖啡-孵珈琲洋館,taipei,0,5,4,5,3,5,,25.058165,121.510386,,no,no,,,
Scent cafe香手捻咖啡,taipei,0,0,0,0,0,0,https://www.facebook.com/scentcafetw/,25.055606,121.509247,,,,,,
避世所,taipei,4.5,4,3,4,3,4,https://www.facebook.com/bistroO/,25.0243012,121.528817,no,no,no,台電大樓,,
旅心咖啡,taipei,5,5,4,5,5,4,https://route-cafe-cafe.business.site/,25.0540584,121.4512637,maybe,yes,yes,副都心站,,
11號精品咖啡,taipei,5,5,5,5,3,5,https://www.facebook.com/11號精品咖啡-1968225620071250/?fref=ts,25.0272664,121.4925016,maybe,yes,no,,有事情要公休會另外PO在粉絲團,
Shawn,taipei,5,5,3,5,5,5,https://www.facebook.com/Shawn-Coffee-312495639400386/?ref=page_internal&locale=zh_TW,25.0590456,121.5612891,no,yes,yes,,,
點星咖啡 café l'étoile,taipei,0,0,0,0,0,0,,25.0405945,121.5421066,,no,no,,,
愛啡客EEFFOC現烘咖啡,taipei,0,0,0,0,0,0,,25.052704,121.514701,,,,,,
Coffee Window 咖啡文朵 精品咖啡 / 新鮮烘焙,taipei,0,0,0,0,0,0,,25.0452778,121.5236135,,,,,,
山上聊,taipei,0,0,0,0,0,0,,25.160799,121.543172,,,,,,
宿舍,taipei,0,3,4,5,5,5,https://www.facebook.com/宿舍-room-166-607315066590373/,25.008687,121.4524207,maybe,maybe,yes,,平日白天不定期舉辦展覽演出,
猿田彥珈琲 台北南西店,taipei,0,3,3,5,4,3,,25.0523038,121.5211048,,no,no,捷運中山站,,
慢動作咖啡館,taipei,3,4.5,5,5,4.5,5,https://www.facebook.com/DoucementCoffee/,25.048445,121.521863,,,,"台北車站站中山地下街R1出口步5分, 善導寺站1號出口步8分, 中山站1號2號出口步8分/公車站""市民林森北路口""''長安東路一段''步3分, ''行政院''步4分, ''中山市場''步5分/YouBike""台北轉運站""站步3分",,
門廊咖啡,taipei,3,4,4,4,4,4,https://www.facebook.com/pg/NewTaipeiPorchCafe/about/?tab=page_info,25.0332325,121.4320414,no,maybe,yes,輔大,周一到週五：11:30 - 21:30周六12:00 - 21:30周日不營業,
海倫咖啡,taipei,5,5,4,5,3,4,https://www.facebook.com/HELEN.COFFEE.ROASTER/,25.04443,121.51483,no,yes,no,,7:30-,
鳳咖啡Phoenix Coffee & Tea,taipei,5,5,5,4,4,4,https://www.facebook.com/Phoenix.Coffee.Tea/?fref=ts,25.0526309,121.5391686,no,yes,yes,南京復興站,,
廚藝食坊,taipei,0,4,4,5,4,0,,25.046674,121.5416548,,,,,,
神燈咖啡,taipei,0,0,0,0,0,0,https://www.facebook.com/magiclampcoffee160/,25.0119769,121.4662662,,no,no,,,
DOTEL Coffice Ximen 西門町手沖咖啡館,taipei,0,0,0,0,0,0,,25.0444867,121.5017211,,,,,,
Cafe' a' la mode,taipei,0,0,0,0,0,0,https://www.facebook.com/pg/cafealamode/about/?ref=page_internal,25.023665,121.527232,,,no,,,
 Hi Nei Dou,taipei,3,3.5,3.5,5,2.5,4.5,https://www.facebook.com/hineidou/?ref=br_rs,25.029292,121.528238,,,,,,
Café La Loop 86,taipei,0,0,0,0,0,0,,25.0827955,121.5537565,,maybe,no,劍南路站,,
無眠workshop ,taipei,4,5,5,4,4,4,https://www.facebook.com/sleeplessworkshop/,25.1419409,121.500039,no,no,no,,偶爾不定時店休,
Goodmans Coffee 芝山店,taipei,5,3,3,5,5,4,https://www.facebook.com/GoodmansCoffee/,25.1054792,121.5234148,no,,,"芝山站2號出口步4分/公車站""中山北路口(德行)""步1分, ""士林電機(中山德行路口)""步4分, ""忠誠公園""步6分/YouBike""捷運芝山站(2號出口)""""蘭雅國小""站步4分",,
二五街角咖啡輕食館,taipei,5,4,4,5,5,4,https://m.facebook.com/25thCorner/,25.0186275,121.55816,no,maybe,yes,麟光捷運站,10:30-18:30,
湛盧咖啡台大館,taipei,4,2.5,2,3.5,3,3.5,,25.016063,121.531908,,maybe,,,,
酮伴咖啡,taipei,0,0,0,0,0,0,,25.0296985,121.5199789,,,,,,
旅沐豆行,taipei,4,4,3,4.5,4,3,https://www.facebook.com/coffeeremus/,25.060036,121.541823,no,maybe,no,"中山國中站步6分/公車站""捷運中山國中站""步4分, ""台北大學(台北校區)""步6分/YouBike""捷運中山國中站""站步3分, ""國立台北大學(台北校區)""步5分",,
Antee Cafe 安緹手沖咖啡館,taipei,0,0,0,0,0,0,,25.1696652,121.4481321,,,,,,
艾白旅生 Alba Cafe,taipei,0,0,0,0,0,0,,25.031146,121.472672,,,,,,
Breeze Café (微風廣場店),taipei,0,0,0,0,0,0,,25.0460629,121.5441717,,maybe,no,,,
念念咖啡館,taipei,5,5,5,5,4,5,https://www.facebook.com/LiAmmLiAm/,25.0488608,121.5466814,no,no,yes,南京復興站,週六不一定都有營業，要看公告。,
Joe's Cafe,taipei,5,4,4,4,3,4,https://www.facebook.com/Joeuncletp/,25.0607613,121.5623304,yes,maybe,no,,周三至週日下午兩點麵包出爐,
QP Café,taipei,5,4.5,4.5,4,4,4,https://www.facebook.com/qpcoffee/,25.1743285,121.4465274,no,,yes,,,
about KUAN 寬庭（誠品生活南西店2樓）,taipei,0,0,0,0,0,0,,25.0521315,121.520677,,,,,,
PAI coffee,taipei,0,0,0,0,0,0,,25.059296,121.534713,,no,no,,,
米卡咖啡 Mica Coffee,taipei,5,5,3,0,3,0,https://zh-tw.facebook.com/Micacoffee,25.034838,121.4988572,no,maybe,no,,,
艸蘊,taipei,5,3,3.5,3.5,3,3.5,https://www.facebook.com/succulentgather/,25.0268628,121.5183511,maybe,yes,no,,,
小公寓,taipei,4.5,3,3,4,4,4,https://www.facebook.com/%E5%B0%8F%E5%85%AC%E5%AF%93-153345818089728/,24.9876087,121.5754459,maybe,yes,no,"公車站""政大""""政大一""步1分/YouBike""國立政治大學""站步2分",,
YUME Café 願夢咖啡 銀座白石旗艦館11 F,taipei,0,0,0,0,0,0,https://www.facebook.com/YUME.Cafe.tw,25.041883,121.544274,,no,no,,,
1:12,taipei,5,4,4,5,5,4.5,https://www.facebook.com/112coffee/,25.013743,121.5350049,no,no,yes,, 12：00～19：00,
Take away_帶著走,taipei,0,2,5,5,4,5,https://www.facebook.com/pg/takeawaycoffeetogo/about/?ref=page_internal,25.0950652,121.5264933,no,no,no,,,
ISLANDER夏威夷咖啡,taipei,0,0,0,0,0,0,,25.0523038,121.5211048,,,,,,
靈感咖啡,taipei,5,5,5,4,4,4,https://www.facebook.com/mydesycoffee/,25.0188775,121.5334191,no,yes,no,台電大樓，公館,,
Tiecafe,taipei,0,4,5,5,4.5,5,https://www.facebook.com/tiecafe2017/,25.0702883,121.588293,no,yes,no,文德站,店休粉專公告,
南參陸咖啡,taipei,5,3,3.5,4.5,5,4,https://www.facebook.com/SouthNo36/,24.9904715,121.5091135,no,yes,no,,不定期公休,
左巴咖啡（自家烘焙咖啡廳）Zorba Coffe,taipei,0,0,0,0,0,0,,25.0878849,121.520849,,yes,no,,,
角公園咖啡 Triangle Garden Cafe,taipei,5,5,5,5,4,5,https://www.facebook.com/trianglegardencafe/about/?ref=page_internal,25.0530659,121.5161014,no,maybe,no,中山,週一、二、三、六、日 ：10:00-21:00週四、五：10:00-18:00,
諾伊 nooi cafe,taipei,0,0,0,0,0,0,,25.037327,121.556671,,,,,,
Oneway CAFE,taipei,5,5,4,5,5,5,https://www.facebook.com/onewaycafeshop,25.0231076,121.5427936,maybe,no,yes,科技大樓,,
聞山咖啡 台大店,taipei,5,4,5,5,3,4,https://www.facebook.com/wenshanntu/,25.0206471,121.5333263,no,maybe,no,"台電大樓站2號出口步7分, 公館站3號出口步9分/公車站""台大綜合體育館""步3分, ""台大""步4分, ""台電大樓""步7分/YouBike""辛亥新生路口""站步4分, ""羅斯福新生南路口"""" 捷運台電大樓站(2號出口)""步8分",,
La Design Cafe 設計師的咖啡館,taipei,4,5,5,4,2,5,https://www.facebook.com/ladesign913,25.03061,121.529385,no,,yes,,12:00 - 23:45,
COFFEE LOVER's PLANET,taipei,3,3,3,3,2,5,https://www.facebook.com/COFFEE-LOVERs-PLANET-1715895038652669/,25.040247,121.5483374,no,,yes,,,
CAFE!N 硬咖啡 衡陽店,taipei,0,0,0,0,0,0,,25.0424211,121.5126148,,,,,,
 綠野仙蹤Wonderland cafe,taipei,4,4,3,4,4,3.5,https://www.facebook.com/LuYeXianZongWonderlandCafe/,25.111017,121.520747,,maybe,no,"明德站步4分/公車站''明德路''步1分/YouBike""捷運明德站""""蘭雅國小""站步6分",假日限時 2.5 小時,
Boulangerie Le Gout,taipei,5,3,4,5,0,5,https://www.facebook.com/Le.Gout.Taipei/,25.0736585,121.5762583,no,,,,,
The Platypus Café 鴨嘴獸咖啡,taipei,0,0,0,0,0,0,,25.0378506,121.5250923,maybe,no,no,,,
禪風會館,taipei,5,5,5,5,4,4,https://zh-tw.facebook.com/Zen.Taipei/,25.0450001,121.52317,yes,yes,yes,,,
 奧蘿茉 OROMO CAFE 士林店,taipei,4.5,4,3,4,4,2.5,https://www.facebook.com/oromocafe3/,25.0944476,121.5256836,no,yes,,,,
 茱莉雜貨舖Julie's grocery&cafe,taipei,0,0,0,0,0,0,https://www.facebook.com/julieskitchen01/,25.0729928,121.36543,,,,,,
魚缸珈琲,taipei,5,5,4,5,4,4,https://www.facebook.com/coffish/,25.084157,121.475191,,,,捷運三民高中站,"週一~週五:12:00-20:00,週六/日:10:00-20:00",
The Edge 邊緣咖啡,taipei,5,5,5,5,4,5,https://www.facebook.com/theedge0711/,25.1357575,121.4602413,no,yes,yes,淡水線-竹圍站,週一公休(遇特殊假期可能營業),
木白甜點咖啡店,taipei,5,3,4,5,4,4.5,https://www.facebook.com/木白甜點咖啡店-890951091030686/,25.0584328,121.5324296,maybe,no,no,松江捷運站,12:00-21:00,
烘加咖啡,taipei,5,4,5,5,5,3,http://roastingplus.com.tw,25.0296646,121.5458839,maybe,maybe,yes,,,
丸花豆倉 Monga Coffee Roasters,taipei,0,4,4,5,5,3,,25.0389769,121.5026932,,,,,,
Tag Coffee 塔可咖啡,taipei,0,0,0,0,0,0,,24.986407,121.512311,,,,,,
豆工場自家烘焙咖啡館,taipei,4,3,4,4,4,3,,25.0026178,121.5125384,no,maybe,,永安市場,,
獨咖啡,taipei,5,5,5,5,5,5,,25.0851072,121.2889432,,maybe,,,,
上島咖啡店（誠品站前店）,taipei,5,4.5,3.5,3.5,3.5,4.5,http://www.ueshima-coffee.com.tw/,25.0469975,121.5161383,no,no,yes,台北車站M4出口/地下街K12出口,,
Louisa 新店中正店,taipei,5,4,4,4,3,4,,24.983186,121.533966,no,maybe,no,,,
元食cafe,taipei,0,0,0,0,0,0,,25.040311,121.562895,,,,,,
咖啡人,taipei,0,2,3,5,5,3,https://www.facebook.com/咖啡人-1512955162335871/,25.0560881,121.6133736,,,,,,
鬧咖啡 NOW coffee,taipei,5,5,4,5,4,5,https://www.facebook.com/nowcoffee.taipei/,25.0455055,121.5104056,no,yes,no,"西門站5號出口步6分/北門站2號出口步8分/公車站""臺北郵局(撫台街洋樓)""步1分, ""中華路北站""步2分/Youbike""中山堂""站步3分",,
水牛書店,taipei,4,5,5,4,4,4,https://www.facebook.com/ShuiNiuWenHuaShiYe/,25.027515,121.53998,no,maybe,no,科技大樓,,
Z.E.R.O Café,taipei,5,5,5,5,5,5,,25.0521728,121.5591506,maybe,maybe,no,,,
都凱莊園精品咖啡 Tucán Café,taipei,0,0,0,0,0,0,https://www.facebook.com/Tuc%C3%A1n-Caf%C3%A9-%E9%83%BD%E5%87%B1-1767313926893803/,25.0079584,121.4678034,,,,,,
Remember Me_記得我．Café,taipei,5,4,3,4,4,5,https://www.facebook.com/remembermecafe/?fref=ts,25.052384,121.554554,maybe,yes,no,台北小巨蛋站5號出口步4分,,
布拉格咖啡館Café Prague,taipei,5,5,5,5,3,5,http://www.cafeprague.com.tw,25.0239259,121.533218,no,,no,,,
遊藝思文創空間,taipei,5,5,4,5,4,5,https://www.facebook.com/yoursplace/,25.0223465,121.5412069,no,yes,no,,,
Keystone Coffee Roasters,taipei,0,4,5,5,5,5,,25.0476691,121.5413285,,maybe,no,,,
路易莎咖啡Louisa Coffee 信義松德店,taipei,0,3,2,4,5,3,https://www.facebook.com/pg/louisacoffee27271827/about/?ref=page_internal,25.039333,121.577806,no,no,no,,,
MIKI 米綺咖啡,taipei,5,5,5,4,4,4,https://www.facebook.com/mikicoffee.tw/,25.0397253,121.5774188,no,yes,yes,,11AM-21PM,
BooGoo布咕Cafe,taipei,5,4,3,4,4,4,https://www.facebook.com/boogoocafe/,25.053824,121.547082,no,yes,no,南京復興,週一-週五: 12:00-20:00              週六-週日: 11:00-20:00,
BPLUS CAFE,taipei,5,4,4,4,5,4,https://www.facebook.com/BPLUS-CAFE-546342132236513/,25.0034039,121.514703,no,maybe,yes,永安市場, ,
享空間 Sharing Space,taipei,0,0,0,0,0,0,,24.989956,121.446833,,,,,,
影響咖啡,taipei,5,5,5,5,4,5,https://www.facebook.com/%E5%BD%B1%E9%9F%BF%E5%92%96%E5%95%A1-140342266035014/,25.0298668,121.5150811,no,maybe,no,,偶爾週六休息，建議打電話,
Coffee-z(湛盧外帶店,taipei,4,5,3,5,4,0,,25.0508981,121.5438184,no,maybe,no,,,
C25度咖啡館,taipei,0,0,4,0,3,5,https://www.facebook.com/c25cafe/,25.0395019,121.5515282,no,maybe,,,,
NOTCH咖啡 本町店,taipei,4,3,3,3,5,3,,25.0453453,121.5133578,,,,,,
 K's New Coffee,taipei,5,4,5,5,4.5,5,https://www.facebook.com/ksnewcoffee/?fref=ts,25.050583,121.580727,no,maybe,yes,松山,,
錘子咖啡烘焙坊 Twi A Coffee Roasters,taipei,0,0,0,0,0,0,,25.239715,121.45725,,,,,,
卡那達咖啡店,taipei,5,4,4,4,3,4,https://www.facebook.com/cafeganada/,25.04237,121.531036,maybe,yes,no,忠孝新生站2號出口步1分,,
JUR space 共享空間,taipei,5,5,5,5,5,5,https://www.jur-space.com/,25.106782,121.525162,yes,yes,yes,芝山捷運站 2號出口,,
True Coffee 烘焙工作室,taipei,3,4,3,5,4,4.5,https://www.facebook.com/true.coffee2010,24.9969127,121.4970822,no,,,景安,,
威爾貝克手烘咖啡古亭店,taipei,4,4,3,3,4,4,https://www.facebook.com/wilbeck.cafe,25.0263958,121.522722,no,maybe,no,,,
TAHOJA（已停業）,taipei,4,4,3,5,3,5,https://www.facebook.com/Tahojatw/,25.0505818,121.5151613,,maybe,,,,
樂樂咖啡,taipei,5,3,4,5,3,5,https://www.facebook.com/cafelakulaku/,25.057062,121.564343,no,yes,no,"南京三民站1號出口步9分/公車站""三民路""步2分/YouBike''健安新城""站步2分, ""民生活動中心""站步5分, ""西松高中""站步6分",,
917 好事咖啡創意廚房,taipei,5,5,4,3.5,4,4,https://www.facebook.com/HowsCoffee/,25.0217578,121.5545535,,,,六張犁,9:00-21:00,
江南咖啡 JN CAFE,taipei,0,0,0,0,0,0,,25.0862651,121.3849081,maybe,yes,yes,,,
沛洛瑟,taipei,4.5,4,4.5,5,4,5,https://www.facebook.com/caffepeloso/,25.033497,121.5076899,no,maybe,no,小南門站2號出口步6分,,
敘‧XHALE,taipei,0,0,0,0,0,0,,25.0544791,121.5194899,,,,,,
PEG配個咖啡吧,taipei,3,5,5,5,3,2,https://www.facebook.com/PEGCoffee/,25.0232395,121.5546411,no,yes,no,六張犁站,14:00-20:00,
Omima cafe,taipei,0,0,0,0,0,0,,25.0538039,121.534999,,,,,,
紅澤咖啡豆販,taipei,0,5,5,5,4.5,4,https://www.facebook.com/caferedbean/,25.0337934,121.4748568,,,,,,
羊毛與花 ‧ 溫州,taipei,5,5,5,4.5,3,5,https://www.facebook.com/youmoutoohanaCoffeeWenzhou/,25.020137,121.533584,no,yes,no,公館／台電大樓,,
統將咖啡溫州店,taipei,1,1,1,4.5,3.5,1.5,https://m.facebook.com/統將精選咖啡-163647123670428/,25.019804,121.531945,,,,台電大樓,周一到周六 10:00-20:00          周日12:00~20:30,
Fifteen Steps Workshop,taipei,1,5,4,4,3,5,https://www.facebook.com/15steps/,25.028432,121.566158,no,no,yes,,11:00~21:00,
三槐堂,taipei,1,3,5,4,3,3,https://www.facebook.com/pages/%E4%B8%89%E6%A7%90%E5%A0%82/179939712048934,25.0305736,121.5193462,no,maybe,no,中正紀念堂站2號出口步4分,,
曬貓咖啡,taipei,4,3,3,5,4,4,,25.0262129,121.541633,,,yes,科技大樓,,
迎日手沖咖啡Sunny Cafe,taipei,0,0,0,0,0,0,,25.065767,121.458115,,,no,,,
怡客咖啡行天宮捷運店,taipei,2,4,2,3,4,4,,25.0601538,121.5334,no,maybe,no,,,
OFNA Coffee,taipei,5,5,4,4,5,4,https://www.facebook.com/ocnjsm/,25.0508351,121.5601244,no,maybe,yes,南京三民站,,
 CAFELAURENT,taipei,0,0,0,0,0,0,,25.0416892,121.5524189,,,,,,
Coffee Naps 蓁澄咖啡手作坊,taipei,0,0,0,0,0,0,,25.0277417,121.5383404,,,no,,,
青逸 Chic Tea • 時茶 x 慢味,taipei,3,3,4,3.5,3.5,5,https://www.facebook.com/chictearoom/,25.044031,121.582821,maybe,maybe,yes,後山埤,週二~週五13:30-21:00 週末 12:00-21:00 週一休,
FabCafe,taipei,3,4,3,3,3,4,https://www.facebook.com/FabcafeTaipei/,25.0441638,121.5290431,,yes,yes,忠孝新生,10:00-19:00 週五週六延長至 22:00,
葉子咖啡館,taipei,5,4,3,4,3.5,4,https://www.facebook.com/pages/Leaf-coffee-%E8%91%89%E5%AD%90%E5%92%96%E5%95%A1%E9%A4%A8/169261029788871,25.0183154,121.5326044,,yes,no,"公館站3號出口步6分, 台電大樓站2號出口步6分/公車站""台大""步2分, ""台電大樓""步3分/YouBike""羅斯福新生南路口""站步5分",,
 茴香,taipei,0,4,4,5,4,5,,25.0558491,121.5233334,,,,,,
 HWC 黑沃咖啡 永和中山店,taipei,3,4,5,5,5,5,,25.0084181,121.5087873,,,,,,
Aroma corner 馥隅,taipei,5,5,4,5,5,4,https://www.facebook.com/aromacorner.tw/,25.060521,121.560196,no,yes,no,松山機場,南京三民,10:30-19:00
八重奏咖啡沙龍,taipei,3,5,4.5,4,2.5,5,https://www.facebook.com/OctetCoffeeSelection/,24.995399,121.454448,yes,yes,no,,亞東醫院站,
Andrew Frank Café,taipei,5,5,5,4,4,5,,25.0291959,121.5431328,no,yes,no,,,
蕪咖啡,taipei,0,0,0,0,0,0,https://www.facebook.com/ciaoyicoffee/,24.976687,121.44128,,,,,,
